Project ID,Title,Sector,Subsector,State,Start Date,Completion Date,Total Project Cost (USD mn),Project Status,Source URL
613662,Shirod Shahpur To Vasmat Phata Section Of NH-752 I - 2L PS,roads-and-highways,106,Maharashtra,01-Aug-2017,12-Mar-2022,26.57,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613662
709313,Reconstruction With Geometric Improvement Of Two-Lane To 2 Lane With Paved Shoulder Configuration From Km 0.00 To 29.380 [Design Chainage From Km 0.00 To Km 28.600] On Gangotri-Dharasu Road In The State Of Uttarakhand.[Length- 12.058 Km] [Km Reckoned From Gangotri],roads-and-highways,106,Uttarakhand,-,-,43.95,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709313
613737,Tamenglong To Mahur [PKG-4],roads-and-highways,106,Manipur,15-Sep-2021,16-Mar-2023,24.99,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613737
615937,Construction And Pre Construction Activity Of Katihar Bypass On NH 81 To 4-Lane With Paved Shoulder Standred In State Of Bihar [Job No- NH 81/Bihar/ 2022-2023/63],roads-and-highways,106,Bihar,-,-,29.28,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615937
613962,Strengthening To NH-326 From Km 413/700 To Km 429/700 For The Year 2019-20 In The State Of Odisha On EPC Mode.,roads-and-highways,106,Odisha,19-Sep-2020,17-Jan-2021,2.07,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613962
615745,6L Of Existing 4L From Gundlapochampally To Bowenpally From Km 471.300 To Km 481.331 Of NH-44,roads-and-highways,106,Telangana,01-Aug-2022,31-Jul-2024,65.58,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615745
613947,Bijapur-Modakpal-LADED-Tarlaguda Road,roads-and-highways,106,Chhattisgarh,26-Feb-2015,29-Jul-2016,9.84,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613947
614896,Shillong Western Bypass [Pkg-3],roads-and-highways,106,Meghalaya,02-Sep-2024,01-Sep-2026,70.73,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614896
616089,Balance Work Of 4L Panvel To Indapur Section Of NH-66 [Old NH- 17] From Km 0.000 [Panvel] To Km 42.300 [Kasu],roads-and-highways,106,Maharashtra,29-Mar-2023,22-Oct-2024,41.47,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/616089
614748,M&R Mokokchung-Tuensang Road [From Km 0.000 To 95.000 Km],roads-and-highways,106,Nagaland,12-Jan-2021,20-Sep-2022,12.36,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614748
613180,Kargil - Zanskar Road Pkg-1,roads-and-highways,106,Ladakh,01-Jul-2021,02-Jan-2023,48.31,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613180
616198,6L Greenfield Varanasi-Ranchi-Kolkata Highway From Junction With Chandauli-Chainpur Road Near Khainti Village To Junction With Bhabhua-Adhaura Road Near Palka Village [From Km. 27.000 To Km. 54.000] [Pkg-2],roads-and-highways,106,Bihar,01-Jan-1901,01-Jan-1901,156.03,Tender Award,https://indiainvestmentgrid.gov.in/opportunities/project/616198
615884,Widening Of Existing Road From Intermediate Lane 2-Lane To 4-Lane Between Km 19.994 To Km 35.180 Of NH-848A [Rakholi-Khadoli-Velugam Section] In U.T. Of Dadra And Nagar Haveli And Daman And Diu,roads-and-highways,106,Dadra Nagar Haveli,14-Feb-2024,14-Feb-2026,30.12,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615884
615884,Widening Of Existing Road From Intermediate Lane 2-Lane To 4-Lane Between Km 19.994 To Km 35.180 Of NH-848A [Rakholi-Khadoli-Velugam Section] In U.T. Of Dadra And Nagar Haveli And Daman And Diu,roads-and-highways,106,Dadra Nagar Haveli,14-Feb-2024,14-Feb-2026,30.12,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615884
615884,Widening Of Existing Road From Intermediate Lane 2-Lane To 4-Lane Between Km 19.994 To Km 35.180 Of NH-848A [Rakholi-Khadoli-Velugam Section] In U.T. Of Dadra And Nagar Haveli And Daman And Diu,roads-and-highways,106,Dadra Nagar Haveli,14-Feb-2024,14-Feb-2026,30.12,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615884
615884,Widening Of Existing Road From Intermediate Lane 2-Lane To 4-Lane Between Km 19.994 To Km 35.180 Of NH-848A [Rakholi-Khadoli-Velugam Section] In U.T. Of Dadra And Nagar Haveli And Daman And Diu,roads-and-highways,106,Daman and Diu,14-Feb-2024,14-Feb-2026,30.12,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615884
615884,Widening Of Existing Road From Intermediate Lane 2-Lane To 4-Lane Between Km 19.994 To Km 35.180 Of NH-848A [Rakholi-Khadoli-Velugam Section] In U.T. Of Dadra And Nagar Haveli And Daman And Diu,roads-and-highways,106,Daman and Diu,14-Feb-2024,14-Feb-2026,30.12,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615884
706117,Construction Of 2 Lane With Paved Shoulder From Km. 168.00 To 183.783 [Yesemyong To Unger] On Mokokchung To Tuli Section Of NH-61 Under EPC Mode In The State Of Nagaland.,roads-and-highways,106,Nagaland,16-Nov-2018,15-Nov-2020,27.33,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/706117
708615,"Zirakpur -Parwanoo From Km.39.96 To Km. 67.65 Including Pinjore - Kalka Parwanoo Bypass In The State Of PB, HR, HP",roads-and-highways,106,Chandigarh,28-Feb-2008,15-Oct-2019,68.14,Completion Certificate Issued,https://indiainvestmentgrid.gov.in/opportunities/project/708615
607548,Dudu-Sambhar-Bhatipura Section Of SH-02,roads-and-highways,106,Rajasthan,01-Apr-2025,30-Sep-2026,34.08,DPR/Feasibility Study,https://indiainvestmentgrid.gov.in/opportunities/project/607548
708044,Construction And Upgradation Of Existing Road To 2 Lane With Paved Shoulder From Existing Chainage Km 509.725 [Benakuli Bend] To Km 528.00 [ Mana ] [Design Chainage Km 490.550 To Km 507.850] Of NH-07 [Old NH-58] In State Of Uttarakhand On EPC Mode Under Improvement To NH Connectivity To Chardham [Job No. NH-58[07]-UR-2018-19-536,roads-and-highways,106,Uttarakhand,01-Nov-2019,31-Oct-2021,24.82,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/708044
616356,Widening To Two Lane With Paved Shoulders From Km 20.150 To Km 40.00 Of BC Road To Kottigehara Section Of NH-234 [New NH-73] In The State Of Karnataka Through EPC Mode. [Job No NH-234-KNT-2017-18-875],roads-and-highways,106,Karnataka,09-Jul-2018,31-May-2022,22.19,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/616356
709575,Upgradation To Existing 2L Highway With Construction Of Elevated Flyover[Section Talegaon Chakan Of NH548D From [Km 25+000 To Km 53+200] In The State Of Maharashtra On BOT [Toll] Mode Under NH[O] PKG 2,roads-and-highways,106,Maharashtra,-,-,430.66,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709575
613732,Senapati Imphal Pkg 5B [Sekmai To Nilkhuthi Section],roads-and-highways,106,Manipur,20-Jul-2021,21-Jan-2023,26.62,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613732
709128,"Saralgaon To Sawarne Section Of NH 61 [Existing Length - 35.2 Km , Existing Ch. 48/800 To 84/000 ]",roads-and-highways,106,Maharashtra,-,-,94.31,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709128
615798,Deogarh [Near Dhandhaniya]-Rajasthan/Gujarat Border [Phase-I] [AJ/DRGB-Package-2],roads-and-highways,106,Rajasthan,12-Feb-2020,11-Feb-2022,102.36,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615798
614275,Merangkong-Tamlu-Mon [MTM] [PKG-1],roads-and-highways,106,Nagaland,19-Nov-2018,28-Apr-2022,27.03,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614275
613621,Up-Gradation For NH-254 Section Rampura-Maur-Talwandi Sabo-Raman Mandi In Km 105.890 To 132.00,roads-and-highways,106,Punjab,15-Feb-2017,02-Nov-2020,17.12,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613621
616835,Construction Of 2 Lane With Paved Shoulder For Improvement Of Geometry From Km.50.290 To 53.300 Of NH-353 On EPC Basis In The State Of Chhattisgarh.,roads-and-highways,106,Chhattisgarh,-,-,1.96,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/616835
614992,Reconstruction With Geometric Improvement Of Single/Intermediate Lane To 2- Lane With Paved Shoulder Configuration From Existing Km. 92.880 To Km 121.550 [Design Chainage 91.550 To120.455] Of NH-125 In The State Of UttaraKhand On EPC Mode,roads-and-highways,106,Uttarakhand,21-Nov-2017,10-Oct-2020,33.51,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614992
613753,Changtongya To Longleng Road [Pkg- 1],roads-and-highways,106,Nagaland,01-Jul-2020,30-Jun-2022,35.08,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613753
706246,Pacharal - Mandanghar,roads-and-highways,106,Maharashtra,06-Dec-2018,05-May-2020,47.92,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/706246
703248,Kotkapura ROB Construction Project,roads-and-highways,106,Punjab,14-Mar-2017,27-Mar-2020,14.71,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/703248
615116,M&R Special Repair On Tuivai-Keifang NH-102B 27.30 Km [Package-2],roads-and-highways,106,Mizoram,01-Jul-2021,10-Aug-2022,0.79,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615116
706695,Delhi Meerut Expressway Pkg IV Km. 27.740 Of NH-24 - Km 51.975 Of NH-58,roads-and-highways,106,Delhi,27-Feb-2018,31-Mar-2021,257.06,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/706695
707931,"Strengthening With Paved Shoulder From Km 0.00 To Km 12.00[L=12.00km] Of NH-427 Under Rangia NH Division ,Rangia ,In The State Of Assam. Job No. 427/AS/2019-20/209",roads-and-highways,106,Assam,11-Jan-2021,06-Jan-2022,5.53,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/707931
709049,Widening To 4L+PS Of NH-548B From Km. 142 To 169 In The State Of Karnataka,roads-and-highways,106,Karnataka,-,-,94.31,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709049
614305,Strengthening With Widening To Paved Shoulder From Km 46 To 54 Of NH 39 In The State Of Assam Under EPC Mode. Job No. 39/AS/2021-22/208,roads-and-highways,106,Assam,05-Aug-2022,30-Nov-2022,3.36,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614305
613540,Improvement To Two Lane With Paved Shoulder From Junction Of NH22 Near Hajipur To Junction Of NH -122 At Bachhwara Via Mahnar And Mohiuddin Nagar From Km 0.00 To Km 29.730 Of NH 122 B In The State Of Bihar.,roads-and-highways,106,Bihar,30-Aug-2024,28-Feb-2026,28.44,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613540
708486,Chhapra - Rewaghat - Muzaffarpur From Km 1.300 To Km 74.200 And Km. 1.300 To Km. 7,roads-and-highways,106,Bihar,05-Apr-2016,17-Jan-2021,80.28,Completion Certificate Issued,https://indiainvestmentgrid.gov.in/opportunities/project/708486
708997,Upgradation To 4 Lane With Paved Shoulder From KM 530.0 To 532.200 Missing Link [With Major Bridge] Of NH-150A,roads-and-highways,106,Karnataka,-,-,25.15,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/708997
615837,Strengthening & Reconstruction Of Road From Km 10.00 To Km 54.00 Of NH - 218 Under NH[O] In The State Of Jharkhand On EPC Mode,roads-and-highways,106,Jharkhand,24-Sep-2021,31-May-2023,10.72,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615837
709653,Cuttack Kandarpur Paradeep [I],roads-and-highways,106,Odisha,-,-,49.04,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709653
706161,Mehkar - Chikhli,roads-and-highways,106,Maharashtra,29-May-2017,28-May-2019,40.55,Project Completed,https://indiainvestmentgrid.gov.in/opportunities/project/706161
706607,Uncha Nagla - Dholpur Section Of NH-123 [0.000 To 75.008].,roads-and-highways,106,Rajasthan,24-Feb-2016,01-Oct-2019,97.86,Completion Certificate Issued,https://indiainvestmentgrid.gov.in/opportunities/project/706607
709239,Thorrur-Nehrunagar NH-930P From Km 109.420 To 178.500,roads-and-highways,106,Telangana,-,-,84.87,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709239
616778,"Construction Of New Bridge Over River Gariajan [Br. No. 416/1] On NH-15 Under Annual Plan 2023-24 Under PWD NH, Dibrugarh NH Division In The State Of Assam Under EPC Mode [Job No.Br/15/AS/2023-24/264]",roads-and-highways,106,Assam,09-Oct-2024,09-Apr-2026,1.1,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/616778
615617,Delinked Stretch Of Seoni - MP/MH Border [MP 3],roads-and-highways,106,Maharashtra,10-Aug-2018,09-Aug-2020,121.75,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615617
707561,Strengthening To NH-26 From Km 72/000 To 130/280 For The Year 2019-20 In The State Of Odisha On EPC Mode.,roads-and-highways,106,Odisha,01-Oct-2020,31-Jul-2021,5.03,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/707561
615616,4L Of Suryapet To Khamam From Km. 0.420 To Km.59.046 Of NH 365BB,roads-and-highways,106,Telangana,27-Dec-2019,24-Jun-2022,211.59,COD,https://indiainvestmentgrid.gov.in/opportunities/project/615616
708131,Peren - Dimapur In Nagaland Pkg-3,roads-and-highways,106,Nagaland,31-Jul-2021,30-Jul-2023,22.35,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/708131
700305,Ismailabad - Narnaul Package - 3,roads-and-highways,106,Haryana,01-Jun-2020,31-May-2022,119.98,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/700305
615105,Rehabilitation And Up Gradation To 2-Lane With Paved Shoulder From Existing Km 172.900 To Km 194.150 [Design Chainage Km 49.300 To Km 70.300] On Dharasu To Yamunotri Road Of NH-134[Old NH 94] In The State Of Uttarakhand Under Improvement Of NH Connectivity To Chardham.,roads-and-highways,106,Uttarakhand,10-Jan-2019,19-Apr-2023,36.92,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615105
615235,Strengthening Of Road From Km 6.00 To 40.00 Of NH-61 [New NH-2] Under NH Division Kohima In The State Of Nagaland,roads-and-highways,106,Nagaland,01-Nov-2022,01-May-2024,7.41,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615235
703242,IIT - NH-8 Road Upgradation Project,roads-and-highways,106,Delhi,27-Nov-2014,26-Nov-2016,45.88,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/703242
703476,Asan Square - Airport Flyover Construction Project,roads-and-highways,106,Kerala,-,-,50.3,Idea Stage,https://indiainvestmentgrid.gov.in/opportunities/project/703476
614891,Strengthning In Km. 52 450 To 99 950 [Section Buldhana To Khamgaon] Section Of NH 753E I.E Ajanta- Buldana-Khamgaon. Job No.NH-753E-2019-20-05,roads-and-highways,106,Maharashtra,20-Apr-2020,14-Jul-2021,9.35,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614891
615413,Moga - Bagha Purana - Bajakhana From Km. 0.00 To Km. 43.32,roads-and-highways,106,Punjab,31-Dec-2022,30-Dec-2024,108.67,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/615413
615732,Improvement Of Geometrics Of Kalkallu To Gundla Pochanpalli From Km 454.00 To Km 471.00 Of NH-44,roads-and-highways,106,Telangana,24-Jan-2023,23-Jan-2025,120.14,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615732
615795,Balance Work Of Ranchi-Mahulia Section Of NH-33 From Km 140.000 [Rampur] To Km 217.300 [Chowka] [Pkg-II],roads-and-highways,106,Jharkhand,03-Jun-2019,02-Dec-2020,50.81,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615795
615782,4L Of Existing Beas Baba Bakala - Dera Baba Nanak Section From Start Of Batala Bypass Till Intersection With Ajnala Gurdaspur Highway [NH 354] Near Dera Baba Nanak [ From Km. 31.300 To Km. 69.100 ] With Additional Batala Bypass [Pkg-II],roads-and-highways,106,Punjab,22-Jun-2023,21-Jun-2025,126.17,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615782
613129,Construction Of Major Bridge On Bandia River At Design Chainage Km 167 630 To Km 168 900 [ Existing Chanaige 38 00] On The Highway Starting From Its Junction With NH-30 Near Kondagaon Connecting Narayanpur - Kutul In The State Of Chattisgarh Connecting Binagunda - Laheri - Dhondraj - Bhamragad - Hemalkasa And Terminating At Its Junction With NH - 353C Near Allapalli Dist. Gadchiroli In The State Of Maharashtra,roads-and-highways,106,Maharashtra,06-Nov-2020,05-Nov-2022,9.13,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613129
607547,Malbamori-Mangrol-Baran Section Of SH-01,roads-and-highways,106,Rajasthan,01-Apr-2025,01-Sep-2026,40.56,Idea Stage,https://indiainvestmentgrid.gov.in/opportunities/project/607547
613599,Nagpur- Katol- Warud - 2L PS [Section Katol To Warud] Length 40.46 Km,roads-and-highways,106,Maharashtra,12-Jun-2017,29-Feb-2020,45.72,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/613599
616384,4L Of Nagpur - Kondhali Section From Km 9.200 - Km 50.000 Of Old NH-6,roads-and-highways,106,Maharashtra,05-Jun-2006,23-Oct-2011,29.67,COD,https://indiainvestmentgrid.gov.in/opportunities/project/616384
706503,Ambala [Ch. 0.00 Km ] To Pehowa [Ch. 50860 Km] Of Nh- 65 In Haryana [ Package-1],roads-and-highways,106,Haryana,18-Dec-2015,12-Jun-2020,171.68,Completion Certificate Issued,https://indiainvestmentgrid.gov.in/opportunities/project/706503
614046,Protection Work For Road Safety In Km 63.00 To 70.00 On N.H.121 [New No. 309] In The State Of Uttarakhand,roads-and-highways,106,Uttarakhand,22-Jan-2020,19-Jul-2021,0.28,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614046
614459,One Time Improvement By Providing Strengthening Of NH-709 [Extn.] From Km114.320 To Km 116.570 And Km 121.720 To Km 127.00 And Reconstruction Of Existing 4-Lane Road With Paved Shoulder By Providing CC Pavement From Km 116.570 To Km 118.300 And From Km 118.900 To Km 121.00 In Bhiwani Town Of NH-709 [Extn.] Under NH Division Rohtak In The State Of Haryana For The Year 2021-22 [11.36 Km.],roads-and-highways,106,Haryana,19-Jan-2023,15-Nov-2023,4.85,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614459
709427,Construction Of Uchana Bypass,roads-and-highways,106,Haryana,-,-,47.15,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709427
614304,Construction Of 4L Of NH-53 From Km 2.65 To 3.35 [Junction Improvement At Madhura Pool On NH-53 & NH-27 [Esat-West Corridor] Under Annual Plan For The Year 2021-22 Under PWD NH Division Silchar In The State Of Assam. [Job No 53/AS/2021-22/224,roads-and-highways,106,Assam,16-Jul-2022,20-Jan-2023,0.56,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614304
615819,High Level Bridge & Approach Road On Hathouri-Atrar - Bavangama - Aurai Road,roads-and-highways,106,Bihar,01-Oct-2025,01-Oct-2028,102.38,Idea Stage,https://indiainvestmentgrid.gov.in/opportunities/project/615819
615641,Sangareddy - Nanded - Akola [Pkg-I] [From Kandi To Ramsanpalle],roads-and-highways,106,Telangana,05-Oct-2020,04-Oct-2022,169.35,COD,https://indiainvestmentgrid.gov.in/opportunities/project/615641
615443,2nd Flyover [LCW] Parallel To Existing Flyover In Kishanganj Town,roads-and-highways,106,Bihar,30-Jun-2018,28-Jun-2020,20.91,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615443
703394,Sikkim Tunnel Construction Project,roads-and-highways,106,Sikkim,23-Apr-2020,01-Jan-2025,,DPR/Feasibility Study,https://indiainvestmentgrid.gov.in/opportunities/project/703394
613298,4L Of Ahmednagar - Mirajgaon - Karmala - Tembhurni [Pkg-I] [Ahmednagar To Ghogargaon] From Km. 0.00 To Km. 38.775 Of NH-516A,roads-and-highways,106,Maharashtra,28-Dec-2021,27-Dec-2023,123.28,COD,https://indiainvestmentgrid.gov.in/opportunities/project/613298
616293,Widening To 2L PS From Km 0.000 To 37.850 [Except Ex. Km 24.45 To 27.20] Of NH-766c Byndoor-Ranebennur Section In The State Of Karnataka On EPC Mode Under Annual Plan 2022-23 NH-766C-KNT-2022-23-969 Dated 30.12.2022,roads-and-highways,106,Karnataka,-,-,49.66,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/616293
614314,Jubli Circle On NH-4 To Narendra Bypass,roads-and-highways,106,Karnataka,02-May-2017,29-Jul-2021,8.23,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614314
708175,Daboka- Kathkhati Pkg-3,roads-and-highways,106,Assam,30-Sep-2020,24-Mar-2022,35.01,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/708175
616736,Construction Of VUP On NH-62 At Km 5 00 [End Of Rohat Bypass] On Jodhpur Pali Section In The State Of Rajasthan,roads-and-highways,106,Rajasthan,21-Sep-2024,20-Mar-2026,4.91,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/616736
615955,Rehabilitation And Upgradation To Two Lanes With Paved Shoulders Configuration And Strengthening From Km 175.00 To Km 196.00 [Gumkhal To Satpuli] Of NH-119 [New NH-534] In The State Of Uttarakhand Under NH[O] Annual Plan 2021-22 Under EPC Mode,roads-and-highways,106,Uttarakhand,08-Jan-2025,07-Jan-2027,56.94,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/615955
614235,"Strenghtening To Nagpur-Umred-Nagbhid-Bramhapuri-Armori Road NH-353D In Km.55 000 To 57 00, Km.58 000 To 59 000, Km.63 000 To 65 000 & Km.74 000 To Km.84 000 & Km.85 000 To 86 000 Nagpur To Nagbhid Section.",roads-and-highways,106,Maharashtra,20-May-2020,30-May-2021,2.72,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614235
614512,Maram -Peren [Package-2A],roads-and-highways,106,Manipur,15-Sep-2021,12-Feb-2023,25.72,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614512
709002,Widening Of Charmadi Ghat Section From Km.75.709 To 86.200 Of NH-73 IL,roads-and-highways,106,Karnataka,-,-,22.07,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709002
703400,Jawahar Singh Wala - Rampura NH-254 Road Widening Project,roads-and-highways,106,Punjab,01-Dec-2020,01-Feb-2023,27.66,DPR/Feasibility Study,https://indiainvestmentgrid.gov.in/opportunities/project/703400
708129,Maram -Peren [Package-2B],roads-and-highways,106,Manipur,21-Jun-2021,-,29.25,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/708129
615698,Bhatinda - Malout From Km. 0.00 To Km. 38.642,roads-and-highways,106,Punjab,13-Jul-2020,13-Jul-2022,57.06,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615698
700624,4-L Tulungia Jogighopa Bridge Approach Section Of Bilasipura- Guwahati [Package-5],roads-and-highways,106,Assam,09-Jul-2021,10-Jan-2023,86.95,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/700624
613532,Rehabilitation / Upgradation To 4 Lane With Paved Shoulder Of Existing Section In Sillod Town With Design Ch. [Km54 500 To Km 60 679] [Length6.179 Km] Section Of NH 753F [Aurangabad-Jalgaon Road] On EPC Mode In The State Of Maharashtra,roads-and-highways,106,Maharashtra,30-Jan-2024,30-Jul-2025,19.34,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613532
709241,"Madnoor,Sirpur,Pothangai,Kothagiri,Rudrur To Bodhan",roads-and-highways,106,Telangana,-,-,62.87,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709241
709339,4-L Brahmaputra Tunnel Connectivity Across River Brahmaputra Between Gohpur [On NH-15] And Numaligarh [On NH715] Pkg-2,roads-and-highways,106,Assam,-,-,779.59,Not Applicable,https://indiainvestmentgrid.gov.in/opportunities/project/709339
614851,Rectification Of Blackspot ID No. 025 From Km 7/250 [Borim Sakhav] To Km 7/750 [Saibaba Temple] On NH-566 [Road Safety],roads-and-highways,106,Goa,07-Mar-2024,03-Sep-2024,0.26,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/614851
614270,Strengthening To NH-61 Kalyan- Nirmal - Jagtial Road From Km 707/055 To 719/055 And 734/550 To 745/550 Under NH[O] For The Year 2019-20 In The State Of Telangana. [EPC Mode],roads-and-highways,106,Telangana,08-May-2020,01-Feb-2021,2.36,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614270
613190,2-Lane Brahmaputra River Bridge At Jogighopa,roads-and-highways,106,Assam,12-Nov-2021,10-Nov-2024,93.9,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613190
616168,Phalodi [Km 163.400] To Jaisalmer [Km 323.857] Of NH- 15 In Rajasthan,roads-and-highways,106,Rajasthan,11-Sep-2015,08-Mar-2018,74.67,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/616168
615088,Wakan - Pali - Khopoli - Section Of NH-548A - 2L PS,roads-and-highways,106,Maharashtra,01-Aug-2017,28-Jun-2024,18.5,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/615088
614385,Construction Of Two Lane With Paved Shoulders From Km.39.950 To Km. 52.000 On NH-367 Bhanapur- Gaddankeri Section In The State Of Karnataka On EPC Mode.[Job No NH-367-KNT-2019-20-905],roads-and-highways,106,Karnataka,08-Mar-2021,10-Aug-2023,11.67,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614385
613553,Sitamarhi-Jaynagar Section Km 79.400 To Km 156.500 Lot-II,roads-and-highways,106,Bihar,30-Jun-2016,22-May-2023,63.28,Notice to Proceed,https://indiainvestmentgrid.gov.in/opportunities/project/613553
706249,Kalmab To Ralegaon[TSP],roads-and-highways,106,Maharashtra,31-Jul-2019,26-Jul-2020,58.82,Project Completed,https://indiainvestmentgrid.gov.in/opportunities/project/706249
706162,Chikhli - Khamgaon,roads-and-highways,106,Maharashtra,12-Jun-2017,11-Jun-2019,68.91,Project Completed,https://indiainvestmentgrid.gov.in/opportunities/project/706162
615779,4/6L Greenfield Ludhiana Rupnagar Highway From Jn. With NE-5 Village Near To Manewal[Ludhiana] To Jn. With NH-205 Near Bheora Village [Rupnagar] From Km. 0.00 To Km. 37.7 Including Spur To Kharar With Ludhiana Bypass Of NH-205K [Pkg-1],roads-and-highways,106,Punjab,12-Dec-2022,10-Dec-2024,172.13,Concessionaire Appointment,https://indiainvestmentgrid.gov.in/opportunities/project/615779
700273,2-Laning From Pallel-Chandel,roads-and-highways,106,Manipur,01-Jul-2020,24-Jun-2022,11.07,Work in Progress,https://indiainvestmentgrid.gov.in/opportunities/project/700273
614377,One Time Improvement Of Left Out Portion Of NH-80 From Km 119 885 [Dogachhi] To Km 132 895 [Zero Mile Bhagalpur] On EPC Mode In The State Of Bihar,roads-and-highways,106,Bihar,07-Jan-2023,22-Apr-2023,1.31,Completion Certificate/COD,https://indiainvestmentgrid.gov.in/opportunities/project/614377
